Timestamp,Flow (SLPM),Total (NCM),Temperature (°C),Battery
2025-11-26 12:59:04,0.00,0.000,25.0,N/A
2025-11-26 12:59:05,0.00,0.000,25.0,N/A
2025-11-26 12:59:06,0.00,0.000,25.0,N/A
2025-11-26 12:59:07,0.00,0.000,25.0,N/A
2025-11-26 12:59:08,0.00,0.000,25.0,N/A
2025-11-26 12:59:09,0.00,0.000,25.0,N/A
2025-11-26 12:59:10,0.00,0.000,25.0,N/A
2025-11-26 12:59:12,0.00,0.000,25.0,N/A
2025-11-26 12:59:13,0.00,0.000,25.0,N/A
2025-11-26 12:59:14,0.00,0.000,25.0,N/A
2025-11-26 12:59:15,0.00,0.000,25.0,N/A
2025-11-26 12:59:16,0.00,0.000,25.0,N/A
2025-11-26 12:59:17,0.00,0.000,25.0,N/A
2025-11-26 12:59:18,0.00,0.000,25.0,N/A
2025-11-26 12:59:19,0.00,0.000,25.0,N/A
2025-11-26 12:59:21,0.00,0.000,25.0,N/A
2025-11-26 12:59:22,0.00,0.000,25.0,N/A
2025-11-26 12:59:23,0.00,0.000,25.0,N/A
2025-11-26 12:59:24,0.00,0.000,25.0,N/A
2025-11-26 12:59:25,0.00,0.000,25.0,N/A
2025-11-26 12:59:26,0.00,0.000,25.0,N/A
2025-11-26 12:59:27,0.00,0.000,25.0,N/A
2025-11-26 12:59:29,0.00,0.000,25.0,N/A
2025-11-26 12:59:30,0.00,0.000,25.0,N/A
2025-11-26 12:59:31,0.00,0.000,25.0,N/A
2025-11-26 12:59:32,0.00,0.000,25.0,N/A
2025-11-26 12:59:33,0.00,0.000,25.0,N/A
2025-11-26 12:59:34,0.00,0.000,25.0,N/A
2025-11-26 12:59:35,0.00,0.000,25.0,N/A
2025-11-26 12:59:36,0.00,0.000,25.0,N/A
2025-11-26 12:59:38,0.00,0.000,25.0,N/A
2025-11-26 12:59:39,0.00,0.000,25.0,N/A
2025-11-26 12:59:40,0.00,0.000,25.0,N/A
2025-11-26 12:59:41,0.00,0.000,25.0,N/A
2025-11-26 12:59:42,0.00,0.000,25.0,N/A
2025-11-26 12:59:43,0.00,0.000,25.0,N/A
2025-11-26 12:59:44,0.00,0.000,25.0,N/A
2025-11-26 12:59:45,0.00,0.000,25.0,N/A
2025-11-26 12:59:47,0.00,0.000,25.0,N/A
2025-11-26 12:59:48,0.00,0.000,25.0,N/A
2025-11-26 12:59:49,0.00,0.000,25.0,N/A
2025-11-26 12:59:50,0.00,0.000,25.0,N/A
2025-11-26 12:59:51,0.00,0.000,25.0,N/A
2025-11-26 12:59:52,0.00,0.000,25.0,N/A
2025-11-26 12:59:53,0.00,0.000,25.0,N/A
2025-11-26 12:59:55,0.00,0.000,25.0,N/A
2025-11-26 12:59:56,0.00,0.000,25.0,N/A
2025-11-26 12:59:57,0.00,0.000,25.0,N/A
2025-11-26 12:59:58,0.00,0.000,25.0,N/A
2025-11-26 12:59:59,0.00,0.000,25.0,N/A
2025-11-26 13:00:00,0.00,0.000,25.0,N/A
2025-11-26 13:00:01,0.00,0.000,25.0,N/A
2025-11-26 13:00:03,0.00,0.000,25.0,N/A
2025-11-26 13:00:04,0.00,0.000,25.0,N/A
2025-11-26 13:00:05,0.00,0.000,25.0,N/A
2025-11-26 13:00:06,0.00,0.000,25.0,N/A
2025-11-26 13:00:07,0.00,0.000,25.0,N/A
2025-11-26 13:00:08,0.00,0.000,25.0,N/A
2025-11-26 13:00:10,0.00,0.000,25.0,N/A
2025-11-26 13:00:11,0.00,0.000,25.0,N/A
2025-11-26 13:00:12,0.00,0.000,25.0,N/A
2025-11-26 13:00:13,0.00,0.000,25.0,N/A
2025-11-26 13:00:14,0.00,0.000,25.0,N/A
2025-11-26 13:00:15,0.00,0.000,25.0,N/A
2025-11-26 13:00:17,0.00,0.000,25.0,N/A
2025-11-26 13:00:18,0.00,0.000,25.0,N/A
2025-11-26 13:00:19,0.00,0.000,25.0,N/A
2025-11-26 13:00:20,0.00,0.000,25.0,N/A
2025-11-26 13:00:21,0.00,0.000,25.0,N/A
2025-11-26 13:00:22,0.00,0.000,25.0,N/A
2025-11-26 13:00:24,0.00,0.000,25.0,N/A
2025-11-26 13:00:25,0.00,0.000,25.0,N/A
2025-11-26 13:00:26,0.00,0.000,25.0,N/A
2025-11-26 13:00:27,0.00,0.000,25.0,N/A
2025-11-26 13:00:28,0.00,0.000,25.0,N/A
2025-11-26 13:00:29,0.00,0.000,25.0,N/A
2025-11-26 13:00:31,0.00,0.000,25.0,N/A
2025-11-26 13:00:32,0.00,0.000,25.0,N/A
2025-11-26 13:00:33,0.00,0.000,25.0,N/A
2025-11-26 13:00:34,0.00,0.000,25.0,N/A
2025-11-26 13:00:35,0.00,0.000,25.0,N/A
2025-11-26 13:00:36,0.00,0.000,25.0,N/A
2025-11-26 13:00:37,0.00,0.000,25.0,N/A
2025-11-26 13:00:38,0.00,0.000,25.0,N/A
2025-11-26 13:00:40,0.00,0.000,25.0,N/A
2025-11-26 13:00:41,0.00,0.000,25.0,N/A
2025-11-26 13:00:42,0.00,0.000,25.0,N/A
2025-11-26 13:00:43,0.00,0.000,25.0,N/A
2025-11-26 13:00:44,0.00,0.000,25.0,N/A
2025-11-26 13:00:45,0.00,0.000,25.0,N/A
2025-11-26 13:00:46,0.00,0.000,25.0,N/A
2025-11-26 13:00:48,0.00,0.000,25.0,N/A
2025-11-26 13:00:49,0.00,0.000,25.0,N/A
2025-11-26 13:00:50,0.00,0.000,25.0,N/A
2025-11-26 13:00:51,0.00,0.000,25.0,N/A
2025-11-26 13:00:52,0.00,0.000,25.0,N/A
2025-11-26 13:00:53,0.00,0.000,25.0,N/A
2025-11-26 13:00:55,0.00,0.000,25.0,N/A
2025-11-26 13:00:56,0.00,0.000,25.0,N/A
2025-11-26 13:00:57,0.00,0.000,25.0,N/A
2025-11-26 13:00:58,0.00,0.000,25.0,N/A
2025-11-26 13:00:59,0.00,0.000,25.0,N/A
2025-11-26 13:01:00,0.00,0.000,25.0,N/A
2025-11-26 13:01:02,0.00,0.000,25.0,N/A
2025-11-26 13:01:03,0.00,0.000,25.0,N/A
2025-11-26 13:01:04,0.00,0.000,25.0,N/A
2025-11-26 13:01:05,0.00,0.000,25.0,N/A
2025-11-26 13:01:06,0.00,0.000,25.0,N/A
2025-11-26 13:01:07,0.00,0.000,25.0,N/A
2025-11-26 13:01:09,0.00,0.000,25.0,N/A
2025-11-26 13:01:10,0.00,0.000,25.0,N/A
2025-11-26 13:01:11,0.00,0.000,25.0,N/A
2025-11-26 13:01:12,0.00,0.000,25.0,N/A
2025-11-26 13:01:13,0.00,0.000,25.0,N/A
2025-11-26 13:01:14,0.00,0.000,25.0,N/A
2025-11-26 13:01:16,0.00,0.000,25.0,N/A
2025-11-26 13:01:17,0.00,0.000,25.0,N/A
2025-11-26 13:01:18,0.00,0.000,25.0,N/A
2025-11-26 13:01:19,0.00,0.000,25.0,N/A
2025-11-26 13:01:20,0.00,0.000,25.0,N/A
2025-11-26 13:03:29,4.80,0.005,24.6,100% (Good)
2025-11-26 13:03:30,5.52,0.010,24.6,100% (Good)
2025-11-26 13:03:31,4.75,0.015,24.6,100% (Good)
2025-11-26 13:03:32,5.92,0.021,24.6,100% (Good)
2025-11-26 13:03:33,5.74,0.027,24.6,100% (Good)
2025-11-26 13:03:34,5.75,0.032,23.8,100% (Good)
2025-11-26 13:03:35,6.26,0.039,23.8,100% (Good)
2025-11-26 13:03:36,5.68,0.044,23.8,100% (Good)
2025-11-26 13:03:37,5.85,0.050,23.8,100% (Good)
2025-11-26 13:03:38,6.10,0.056,23.8,100% (Good)
2025-11-26 13:03:39,6.21,0.063,23.7,100% (Good)
2025-11-26 13:03:40,6.15,0.069,23.7,100% (Good)
2025-11-26 13:03:41,6.07,0.075,23.7,100% (Good)
2025-11-26 13:03:42,6.77,0.082,23.7,100% (Good)
2025-11-26 13:03:44,6.90,0.088,23.7,100% (Good)
2025-11-26 13:03:45,0.00,0.000,25.0,N/A
2025-11-26 13:03:46,0.00,0.000,25.0,N/A
2025-11-26 13:03:47,0.00,0.000,25.0,N/A
2025-11-26 13:03:48,0.00,0.000,25.0,N/A
2025-11-26 13:03:50,0.00,0.000,25.0,N/A
2025-11-26 13:03:51,0.00,0.000,25.0,N/A
2025-11-26 13:03:52,0.00,0.000,25.0,N/A
2025-11-26 13:03:53,0.00,0.000,25.0,N/A
2025-11-26 13:03:54,0.00,0.000,25.0,N/A
2025-11-26 13:03:55,0.00,0.000,25.0,N/A
2025-11-26 13:03:56,0.00,0.000,25.0,N/A
2025-11-26 13:03:57,0.00,0.000,25.0,N/A
2025-11-26 13:03:59,0.00,0.000,25.0,N/A
2025-11-26 13:04:00,0.00,0.000,25.0,N/A
2025-11-26 13:04:01,0.00,0.000,25.0,N/A
2025-11-26 13:04:02,0.00,0.000,25.0,N/A
2025-11-26 13:04:03,0.00,0.000,25.0,N/A
2025-11-26 13:04:05,0.00,0.000,25.0,N/A
