Timestamp,Flow (SLPM),Total Flow (NCM),Temperature (°C),Battery
2025-09-25 08:37:49,19.65,3.645,20.6,99% (Good)
2025-09-25 08:37:50,18.90,3.664,20.6,99% (Good)
2025-09-25 08:37:51,19.51,3.683,22.3,99% (Good)
2025-09-25 08:37:52,18.36,3.702,22.3,99% (Good)
2025-09-25 08:37:53,7.95,3.709,22.3,99% (Good)
2025-09-25 08:37:54,16.17,3.726,22.3,99% (Good)
2025-09-25 08:37:55,6.92,3.733,22.3,99% (Good)
2025-09-25 08:37:56,2.96,3.736,29.8,99% (Good)
2025-09-25 08:37:57,7.29,3.743,29.8,99% (Good)
2025-09-25 08:37:58,18.63,3.761,29.8,99% (Good)
2025-09-25 08:37:59,18.43,3.780,29.8,99% (Good)
2025-09-25 08:38:00,11.67,3.792,29.8,99% (Good)
2025-09-25 08:38:01,1.99,3.794,20.1,99% (Good)
2025-09-25 08:38:02,8.90,3.802,20.1,99% (Good)
2025-09-25 08:38:03,3.03,3.805,20.1,99% (Good)
2025-09-25 08:38:04,5.97,3.811,20.1,99% (Good)
2025-09-25 08:38:05,16.93,3.828,20.1,99% (Good)
2025-09-25 08:38:06,6.29,3.835,23.5,99% (Good)
2025-09-25 08:38:07,13.35,3.848,23.5,99% (Good)
2025-09-25 08:38:08,12.53,3.861,23.5,99% (Good)
2025-09-25 08:38:09,11.41,3.872,23.5,99% (Good)
2025-09-25 08:38:10,13.35,3.885,23.5,99% (Good)
2025-09-25 08:38:11,1.29,3.887,24.2,99% (Good)
2025-09-25 08:38:12,4.03,3.891,24.2,99% (Good)
2025-09-25 08:38:13,18.40,3.909,24.2,99% (Good)
2025-09-25 08:38:14,16.72,3.926,24.2,99% (Good)
2025-09-25 08:38:15,9.82,3.936,24.2,99% (Good)
2025-09-25 08:38:16,1.86,3.937,25.9,99% (Good)
2025-09-25 08:38:17,7.78,3.945,25.9,99% (Good)
2025-09-25 08:38:18,17.13,3.962,25.9,99% (Good)
2025-09-25 08:38:19,6.29,3.969,25.9,99% (Good)
2025-09-25 08:38:20,0.91,3.970,25.9,99% (Good)
2025-09-25 08:38:21,4.59,3.974,28.2,99% (Good)
2025-09-25 08:38:22,6.39,3.980,28.2,99% (Good)
2025-09-25 08:38:23,11.05,3.992,28.2,99% (Good)
2025-09-25 08:38:24,7.06,3.999,28.2,99% (Good)
2025-09-25 08:38:25,11.79,4.010,28.2,99% (Good)
2025-09-25 08:38:26,7.23,4.018,22.3,99% (Good)
2025-09-25 08:38:27,0.89,4.019,22.3,99% (Good)
2025-09-25 08:38:28,15.20,4.034,22.3,99% (Good)
2025-09-25 08:38:29,16.82,4.051,22.3,99% (Good)
2025-09-25 08:38:30,10.25,4.061,22.3,99% (Good)
2025-09-25 08:38:31,3.58,4.064,28.5,99% (Good)
2025-09-25 08:38:32,14.18,4.079,28.5,99% (Good)
2025-09-25 08:38:33,16.51,4.095,28.5,99% (Good)
2025-09-25 08:38:34,1.84,4.097,28.5,99% (Good)
2025-09-25 08:38:35,19.17,4.116,28.5,99% (Good)
2025-09-25 08:38:36,18.98,4.135,22.6,99% (Good)
2025-09-25 08:38:37,15.82,4.151,22.6,99% (Good)
2025-09-25 08:38:38,5.50,4.156,22.6,99% (Good)
2025-09-25 08:38:39,7.51,4.164,22.6,99% (Good)
2025-09-25 08:38:40,14.07,4.178,22.6,99% (Good)
2025-09-25 08:38:41,16.32,4.194,21.4,99% (Good)
2025-09-25 08:38:42,10.67,4.205,21.4,99% (Good)
2025-09-25 08:38:43,11.72,4.217,21.4,99% (Good)
2025-09-25 08:38:44,3.51,4.220,21.4,99% (Good)
2025-09-25 08:38:45,18.01,4.238,21.4,99% (Good)
2025-09-25 08:38:46,10.83,4.249,29.4,99% (Good)
2025-09-25 08:38:47,13.34,4.262,29.4,99% (Good)
2025-09-25 08:38:48,12.35,4.275,29.4,99% (Good)
2025-09-25 08:38:49,5.59,4.280,29.4,99% (Good)
2025-09-25 08:38:50,1.88,4.282,29.4,99% (Good)
2025-09-25 08:38:51,0.71,4.283,30.0,99% (Good)
2025-09-25 08:38:52,14.18,4.297,30.0,99% (Good)
2025-09-25 08:38:53,13.91,4.311,30.0,99% (Good)
2025-09-25 08:38:54,19.65,4.331,30.0,99% (Good)
2025-09-25 08:38:56,18.23,4.349,30.0,99% (Good)
2025-09-25 08:38:57,9.14,4.358,27.5,99% (Good)
2025-09-25 08:38:58,7.04,4.365,27.5,99% (Good)
2025-09-25 08:38:59,11.16,4.376,27.5,99% (Good)
2025-09-25 08:39:00,0.74,4.377,27.5,99% (Good)
2025-09-25 08:39:01,3.17,4.380,27.5,99% (Good)
2025-09-25 08:39:02,17.85,4.398,23.0,99% (Good)
2025-09-25 08:39:03,18.01,4.416,23.0,99% (Good)
2025-09-25 08:39:04,9.90,4.426,23.0,99% (Good)
2025-09-25 08:39:05,5.71,4.432,23.0,99% (Good)
2025-09-25 08:39:06,17.91,4.449,23.0,99% (Good)
