Timestamp,Flow (SLPM),Total Flow (NCM),Temperature (°C),Battery
09/24/2025 10:11,9.46,0.537,29.8,100% (Good)
09/24/2025 10:11,11.77,0.549,29.8,100% (Good)
09/24/2025 10:11,17.9,0.567,29.8,100% (Good)
09/24/2025 10:12,12.81,0.58,29.8,100% (Good)
09/24/2025 10:12,9.84,0.59,29.6,100% (Good)
09/24/2025 10:12,1.63,0.591,29.6,100% (Good)
09/24/2025 10:12,2.49,0.594,29.6,100% (Good)
09/24/2025 10:12,3.05,0.597,29.6,100% (Good)
09/24/2025 10:12,8.29,0.605,29.6,100% (Good)
09/24/2025 10:12,8.06,0.613,28.2,100% (Good)
09/24/2025 10:12,0.95,0.614,28.2,100% (Good)
09/24/2025 10:12,6.92,0.621,28.2,100% (Good)
09/24/2025 10:12,7.78,0.629,28.2,100% (Good)
09/24/2025 10:12,15.28,0.644,28.2,100% (Good)
09/24/2025 10:12,19.04,0.663,27.5,100% (Good)
09/24/2025 10:12,1.95,0.665,27.5,100% (Good)
09/24/2025 10:12,18.38,0.683,27.5,100% (Good)
09/24/2025 10:12,8.1,0.691,27.5,100% (Good)
09/24/2025 10:12,14.53,0.706,27.5,100% (Good)
09/24/2025 10:12,2.2,0.708,26.5,100% (Good)
09/24/2025 10:12,3.24,0.711,26.5,100% (Good)
09/24/2025 10:12,0.9,0.712,26.5,100% (Good)
09/24/2025 10:12,9.19,0.722,26.5,100% (Good)
09/24/2025 10:12,18.8,0.74,26.5,100% (Good)
09/24/2025 10:12,13.11,0.753,29.7,100% (Good)
09/24/2025 10:12,2.55,0.756,29.7,100% (Good)
09/24/2025 10:12,11.96,0.768,29.7,100% (Good)
09/24/2025 10:12,6.9,0.775,29.7,100% (Good)
09/24/2025 10:12,12.24,0.787,29.7,100% (Good)
09/24/2025 10:12,10.07,0.797,27.1,100% (Good)
09/24/2025 10:12,15.57,0.813,27.1,100% (Good)
09/24/2025 10:12,6.18,0.819,27.1,100% (Good)
09/24/2025 10:12,9.67,0.829,27.1,100% (Good)
09/24/2025 10:12,4.49,0.833,27.1,100% (Good)
09/24/2025 10:12,3.07,0.836,21.8,100% (Good)
09/24/2025 10:12,4.01,0.84,21.8,100% (Good)
09/24/2025 10:12,16.31,0.856,21.8,100% (Good)
09/24/2025 10:12,11.91,0.868,21.8,100% (Good)
09/24/2025 10:12,7.04,0.875,21.8,100% (Good)
09/24/2025 10:12,15.2,0.891,29.3,100% (Good)
09/24/2025 10:12,18.34,0.909,29.3,100% (Good)
09/24/2025 10:12,3.03,0.912,29.3,100% (Good)
09/24/2025 10:12,12.61,0.925,29.3,100% (Good)
09/24/2025 10:12,16.56,0.941,29.3,100% (Good)
09/24/2025 10:12,12.17,0.953,24.6,100% (Good)
09/24/2025 10:12,19.73,0.973,24.6,100% (Good)
09/24/2025 10:12,8.4,0.981,24.6,100% (Good)
09/24/2025 10:12,8.41,0.99,24.6,100% (Good)
09/24/2025 10:12,18.15,1.008,24.6,100% (Good)
09/24/2025 10:12,5.04,1.013,22.3,100% (Good)
09/24/2025 10:12,15.11,1.028,22.3,100% (Good)
09/24/2025 10:12,8.49,1.037,22.3,100% (Good)
09/24/2025 10:12,1,1.038,22.3,100% (Good)
09/24/2025 10:12,13.67,1.051,22.3,100% (Good)
09/24/2025 10:12,0.88,1.052,28,100% (Good)
09/24/2025 10:12,18,1.07,28,100% (Good)
09/24/2025 10:12,1.36,1.072,28,100% (Good)
09/24/2025 10:12,14.23,1.086,28,100% (Good)
09/24/2025 10:12,10.6,1.096,28,100% (Good)
09/24/2025 10:12,8.32,1.105,26.8,100% (Good)
09/24/2025 10:12,2.34,1.107,26.8,100% (Good)
09/24/2025 10:12,2.73,1.11,26.8,100% (Good)
09/24/2025 10:13,1.11,1.111,26.8,100% (Good)
09/24/2025 10:13,2.03,1.113,26.8,100% (Good)
09/24/2025 10:13,6.39,1.119,25.6,100% (Good)
09/24/2025 10:13,13.32,1.133,25.6,100% (Good)
09/24/2025 10:13,15.73,1.148,25.6,100% (Good)
09/24/2025 10:13,13.16,1.161,25.6,100% (Good)
09/24/2025 10:13,9,1.17,25.6,100% (Good)
09/24/2025 10:13,17.81,1.188,28,100% (Good)
09/24/2025 10:13,9.62,1.198,28,100% (Good)
09/24/2025 10:18,15.83,0.016,25,100% (Good)
09/24/2025 10:18,7.18,0.023,25,100% (Good)
09/24/2025 10:18,6.23,0.029,25,100% (Good)
09/24/2025 10:18,12.53,0.042,25,100% (Good)
09/24/2025 10:18,7.64,0.049,25,100% (Good)
09/24/2025 10:18,7.92,0.057,20.2,100% (Good)
09/24/2025 10:18,9.38,0.067,20.2,100% (Good)
09/24/2025 10:19,9.56,0.076,20.2,100% (Good)
09/24/2025 10:19,12.93,0.089,20.2,100% (Good)
09/24/2025 10:19,1.73,0.091,20.2,100% (Good)
09/24/2025 10:19,18.48,0.109,28.1,100% (Good)
09/24/2025 10:19,11.32,0.121,28.1,100% (Good)
09/24/2025 10:19,1.01,0.122,28.1,100% (Good)
09/24/2025 10:19,8.39,0.13,28.1,100% (Good)
09/24/2025 10:19,1.15,0.131,28.1,100% (Good)
09/24/2025 10:19,15.24,0.147,21.1,100% (Good)
09/24/2025 10:19,3.56,0.15,21.1,100% (Good)
09/24/2025 10:19,19.68,0.17,21.1,100% (Good)
09/24/2025 10:19,13.21,0.183,21.1,100% (Good)
09/24/2025 10:19,8.92,0.192,21.1,100% (Good)
09/24/2025 10:19,1.45,0.193,24.6,100% (Good)
09/24/2025 10:19,16.75,0.21,24.6,100% (Good)
09/24/2025 10:19,14.33,0.224,24.6,100% (Good)
09/24/2025 10:19,1.89,0.226,24.6,100% (Good)
09/24/2025 10:19,15.06,0.241,24.6,100% (Good)
09/24/2025 10:19,9.02,0.25,27.2,100% (Good)
09/24/2025 10:19,15.57,0.266,27.2,100% (Good)
09/24/2025 10:19,17.84,0.284,27.2,100% (Good)
09/24/2025 10:20,16.68,0.017,25,100% (Good)
09/24/2025 10:20,18.37,0.035,25,100% (Good)
09/24/2025 10:20,8.04,0.043,25,100% (Good)
09/24/2025 10:20,10.84,0.054,25,100% (Good)
09/24/2025 10:20,19.21,0.073,25,100% (Good)
09/24/2025 10:20,9.11,0.082,26.4,100% (Good)
09/24/2025 10:20,12.55,0.095,26.4,100% (Good)
09/24/2025 10:22,5.75,0.006,25,100% (Good)
09/24/2025 10:22,16.88,0.023,25,100% (Good)
09/24/2025 10:22,4.71,0.027,25,100% (Good)
09/24/2025 10:22,14.28,0.042,25,100% (Good)
09/24/2025 10:22,8.85,0.05,25,100% (Good)
09/24/2025 10:22,12.67,0.063,27.9,100% (Good)
09/24/2025 10:22,2.25,0.065,27.9,100% (Good)
09/24/2025 10:22,7.46,0.073,27.9,100% (Good)
09/24/2025 10:22,7.8,0.081,27.9,100% (Good)
09/24/2025 10:22,17.27,0.098,27.9,100% (Good)
09/24/2025 10:22,18.66,0.117,21.3,100% (Good)
09/24/2025 10:22,11.16,0.128,21.3,100% (Good)
09/24/2025 10:22,6.64,0.134,21.3,100% (Good)
09/24/2025 10:22,18.06,0.152,21.3,100% (Good)
09/24/2025 10:22,10.88,0.163,21.3,100% (Good)
09/24/2025 10:22,12.02,0.175,28.2,100% (Good)
09/24/2025 10:22,19.88,0.195,28.2,100% (Good)
09/24/2025 10:22,6.39,0.202,28.2,100% (Good)
09/24/2025 10:22,12.39,0.214,28.2,100% (Good)
09/24/2025 10:22,16.42,0.23,28.2,100% (Good)
09/24/2025 10:22,9.93,0.24,28.8,100% (Good)
09/24/2025 10:22,12.7,0.253,28.8,100% (Good)
09/24/2025 10:22,1.39,0.254,28.8,100% (Good)
09/24/2025 10:22,3.65,0.258,28.8,100% (Good)
09/24/2025 10:23,8.05,0.266,28.8,100% (Good)
09/24/2025 10:23,19.74,0.286,29.7,100% (Good)
09/24/2025 10:23,5.36,0.291,29.7,100% (Good)
09/24/2025 10:23,11.5,0.303,29.7,100% (Good)
09/24/2025 10:23,18.31,0.321,29.7,100% (Good)
09/24/2025 10:23,18.86,0.34,29.7,100% (Good)
09/24/2025 10:23,7.81,0.348,21,100% (Good)
09/24/2025 10:23,19.54,0.367,21,100% (Good)
09/24/2025 10:23,2.42,0.37,21,100% (Good)
09/24/2025 10:23,19.53,0.389,21,100% (Good)
09/24/2025 10:23,0.55,0.39,21,100% (Good)
09/24/2025 10:23,14.24,0.404,28.7,100% (Good)
09/24/2025 10:23,11.28,0.415,28.7,100% (Good)
09/24/2025 10:23,16.28,0.432,28.7,100% (Good)
09/24/2025 10:23,18.99,0.451,28.7,100% (Good)
09/24/2025 10:23,9.44,0.46,28.7,100% (Good)
09/24/2025 10:23,2.38,0.462,22.8,100% (Good)
09/24/2025 10:23,3.8,0.466,22.8,100% (Good)
09/24/2025 10:23,14.55,0.481,22.8,100% (Good)
09/24/2025 10:23,15.32,0.496,22.8,100% (Good)
09/24/2025 10:23,2.24,0.498,22.8,100% (Good)
09/24/2025 10:23,11.27,0.51,26.5,100% (Good)
09/24/2025 10:23,2.36,0.512,26.5,100% (Good)
09/24/2025 10:23,19.23,0.531,26.5,100% (Good)
09/24/2025 10:23,8.29,0.539,26.5,100% (Good)
09/24/2025 10:23,10.36,0.55,26.5,100% (Good)
09/24/2025 10:23,19.96,0.57,22.9,100% (Good)
09/24/2025 10:23,6.04,0.576,22.9,100% (Good)
09/24/2025 10:23,7.94,0.584,22.9,100% (Good)
09/24/2025 10:23,17.13,0.601,22.9,100% (Good)
09/24/2025 10:23,6.18,0.607,22.9,100% (Good)
09/24/2025 10:23,14.92,0.622,25.2,100% (Good)
09/24/2025 10:23,5.97,0.628,25.2,100% (Good)
09/24/2025 10:23,14.21,0.642,25.2,100% (Good)
09/24/2025 10:23,5.44,0.648,25.2,100% (Good)
09/24/2025 10:23,18.38,0.666,25.2,100% (Good)
09/24/2025 10:23,10.27,0.676,22.9,100% (Good)
09/24/2025 10:23,18.71,0.695,22.9,100% (Good)
09/24/2025 10:23,9.6,0.705,22.9,100% (Good)
09/24/2025 10:23,17.24,0.722,22.9,100% (Good)
09/24/2025 10:23,18.87,0.741,22.9,100% (Good)
09/24/2025 10:23,10.92,0.752,22.4,100% (Good)
09/24/2025 10:23,7.32,0.759,22.4,100% (Good)
09/24/2025 10:23,6.02,0.765,22.4,100% (Good)
09/24/2025 10:23,14.28,0.779,22.4,100% (Good)
09/24/2025 10:23,12.3,0.791,22.4,100% (Good)
09/24/2025 10:23,15.14,0.807,23,100% (Good)
09/24/2025 10:23,10.39,0.817,23,100% (Good)
09/24/2025 10:23,5.42,0.822,23,100% (Good)
09/24/2025 10:23,19.61,0.842,23,100% (Good)
09/24/2025 10:23,11.9,0.854,23,100% (Good)
09/24/2025 10:23,5.89,0.86,22.8,100% (Good)
09/24/2025 10:23,3.23,0.863,22.8,100% (Good)
09/24/2025 10:23,6.53,0.87,22.8,100% (Good)
09/24/2025 10:23,10.98,0.881,22.8,100% (Good)
09/24/2025 10:23,5.39,0.886,22.8,100% (Good)
09/24/2025 10:23,5.49,0.891,22.4,100% (Good)
09/24/2025 10:23,11.29,0.903,22.4,100% (Good)
09/24/2025 10:23,9.4,0.912,22.4,100% (Good)
09/24/2025 10:24,6.28,0.918,22.4,100% (Good)
09/24/2025 10:24,14.83,0.933,22.4,100% (Good)
09/24/2025 10:24,13.5,0.947,20.7,100% (Good)
09/24/2025 10:24,1.98,0.949,20.7,100% (Good)
09/24/2025 10:24,9.17,0.958,20.7,100% (Good)
09/24/2025 10:24,18.31,0.976,20.7,100% (Good)
09/24/2025 10:24,16.78,0.993,20.7,100% (Good)
09/24/2025 10:24,19.67,1.013,21.5,100% (Good)
09/24/2025 10:24,0.56,1.013,21.5,100% (Good)
09/24/2025 10:24,13.41,1.027,21.5,100% (Good)
09/24/2025 10:24,1.13,1.028,21.5,100% (Good)
09/24/2025 10:24,8.64,1.036,21.5,100% (Good)
09/24/2025 10:24,16.95,1.053,25.2,100% (Good)
09/24/2025 10:24,10.71,1.064,25.2,100% (Good)
09/24/2025 10:24,2.04,1.066,25.2,100% (Good)
09/24/2025 10:24,15.65,1.082,25.2,100% (Good)
09/24/2025 10:24,3.97,1.086,25.2,100% (Good)
09/24/2025 10:24,6.87,1.093,22.6,100% (Good)
09/24/2025 10:24,17.36,1.11,22.6,100% (Good)
09/24/2025 10:24,11.53,1.121,22.6,100% (Good)
09/24/2025 10:24,4.43,1.126,22.6,100% (Good)
09/24/2025 10:24,17.57,1.143,22.6,100% (Good)
09/24/2025 10:24,6.07,1.15,20.1,100% (Good)
09/24/2025 10:24,10.9,1.16,20.1,100% (Good)
09/24/2025 10:24,4.03,1.164,20.1,100% (Good)
09/24/2025 10:24,6.21,1.171,20.1,100% (Good)
09/24/2025 10:24,12.7,1.183,20.1,100% (Good)
09/24/2025 10:24,1.39,1.185,29.7,100% (Good)
09/24/2025 10:24,11.03,1.196,29.7,100% (Good)
09/24/2025 10:24,7.17,1.203,29.7,100% (Good)
09/24/2025 10:24,1.71,1.205,29.7,100% (Good)
09/24/2025 10:24,3.58,1.208,29.7,100% (Good)
09/24/2025 10:24,13.16,1.221,20.3,100% (Good)
09/24/2025 10:24,17.65,1.239,20.3,100% (Good)
09/24/2025 10:24,1.34,1.24,20.3,100% (Good)
09/24/2025 10:24,12.73,1.253,20.3,100% (Good)
09/24/2025 10:24,5.36,1.259,20.3,100% (Good)
09/24/2025 10:24,3.03,1.262,29.5,100% (Good)
09/24/2025 10:24,12.88,1.274,29.5,100% (Good)
09/24/2025 10:24,5.27,1.28,29.5,100% (Good)
09/24/2025 10:24,6,1.286,29.5,100% (Good)
09/24/2025 10:24,3.82,1.29,29.5,100% (Good)
09/24/2025 10:24,14.83,1.304,24.3,100% (Good)
09/24/2025 10:24,4.2,1.309,24.3,100% (Good)
09/24/2025 10:24,7.29,1.316,24.3,100% (Good)
09/24/2025 10:24,19.76,1.336,24.3,100% (Good)
09/24/2025 10:24,7.2,1.343,24.3,100% (Good)
09/24/2025 10:24,13.24,1.356,20,100% (Good)
09/24/2025 10:24,4.67,1.361,20,100% (Good)
09/24/2025 10:24,2.03,1.363,20,100% (Good)
09/24/2025 10:24,10.35,1.373,20,100% (Good)
09/24/2025 10:24,16.41,1.389,20,100% (Good)
09/24/2025 10:24,19.67,1.409,25.4,100% (Good)
09/24/2025 10:24,18.81,1.428,25.4,100% (Good)
09/24/2025 10:24,11.44,1.439,25.4,100% (Good)
09/24/2025 10:24,14.14,1.454,25.4,100% (Good)
09/24/2025 10:24,6.99,1.461,25.4,100% (Good)
09/24/2025 10:24,6.93,1.467,28,100% (Good)
09/24/2025 10:24,9.71,1.477,28,100% (Good)
09/24/2025 10:25,4.09,1.481,28,100% (Good)
09/24/2025 10:25,18.89,1.5,28,100% (Good)
09/24/2025 10:25,4.48,1.505,28,100% (Good)
09/24/2025 10:25,6.41,1.511,20.5,100% (Good)
09/24/2025 10:25,19.86,1.531,20.5,100% (Good)
09/24/2025 10:25,6.81,1.538,20.5,100% (Good)
09/24/2025 10:25,6.56,1.544,20.5,100% (Good)
09/24/2025 10:25,6.97,1.551,20.5,100% (Good)
09/24/2025 10:25,10.02,1.561,22.5,100% (Good)
09/24/2025 10:25,7.07,1.568,22.5,100% (Good)
09/24/2025 10:25,5.45,1.574,22.5,100% (Good)
09/24/2025 10:25,17.49,1.591,22.5,100% (Good)
09/24/2025 10:25,11.63,1.603,22.5,100% (Good)
09/24/2025 10:25,2.55,1.605,27.6,100% (Good)
09/24/2025 10:25,2.2,1.608,27.6,100% (Good)
09/24/2025 10:25,8.1,1.616,27.6,100% (Good)
09/24/2025 10:25,16.14,1.632,27.6,100% (Good)
09/24/2025 10:25,18.38,1.65,27.6,100% (Good)
09/24/2025 10:25,12.61,1.663,23.5,100% (Good)
09/24/2025 10:25,12.36,1.675,23.5,100% (Good)
09/24/2025 10:25,1.25,1.677,23.5,100% (Good)
09/24/2025 10:25,2.9,1.679,23.5,100% (Good)
09/24/2025 10:25,13.86,1.693,23.5,100% (Good)
09/24/2025 10:25,2.03,1.695,25.4,100% (Good)
09/24/2025 10:25,5.26,1.701,25.4,100% (Good)
09/24/2025 10:25,11.83,1.712,25.4,100% (Good)
09/24/2025 10:25,18.98,1.731,25.4,100% (Good)
09/24/2025 10:25,11.98,1.743,25.4,100% (Good)
09/24/2025 10:25,16.45,1.76,23.4,100% (Good)
09/24/2025 10:25,6.4,1.766,23.4,100% (Good)
09/24/2025 10:25,16.2,1.782,23.4,100% (Good)
09/24/2025 10:25,9.28,1.792,23.4,100% (Good)
09/24/2025 10:25,3.07,1.795,23.4,100% (Good)
09/24/2025 10:25,11.5,1.806,25.1,100% (Good)
09/24/2025 10:25,13.26,1.82,25.1,100% (Good)
09/24/2025 10:25,10.66,1.83,25.1,100% (Good)
09/24/2025 10:25,10.46,1.841,25.1,100% (Good)
09/24/2025 10:25,8.25,1.849,25.1,100% (Good)
09/24/2025 10:25,11.15,1.86,25,100% (Good)
09/24/2025 10:25,10.59,1.871,25,100% (Good)
09/24/2025 10:25,19.92,1.891,25,100% (Good)
09/24/2025 10:25,1.78,1.892,25,100% (Good)
09/24/2025 10:25,9.59,1.902,25,100% (Good)
09/24/2025 10:25,16.57,1.918,23.9,100% (Good)
09/24/2025 10:25,2.42,1.921,23.9,100% (Good)
09/24/2025 10:25,16.93,1.938,23.9,100% (Good)
09/24/2025 10:25,13.6,1.951,23.9,100% (Good)
09/24/2025 10:25,16.69,1.968,23.9,100% (Good)
09/24/2025 10:25,15.28,1.983,24.7,100% (Good)
09/24/2025 10:25,19.93,2.003,24.7,100% (Good)
09/24/2025 10:25,19.19,2.023,24.7,100% (Good)
09/24/2025 10:25,8.63,2.031,24.7,100% (Good)
09/24/2025 10:25,8.12,2.039,24.7,100% (Good)
09/24/2025 10:25,5.83,2.045,21.4,100% (Good)
09/24/2025 10:25,5.71,2.051,21.4,100% (Good)
09/24/2025 10:25,18.95,2.07,21.4,100% (Good)
09/24/2025 10:25,11.21,2.081,21.4,100% (Good)
09/24/2025 10:25,14.32,2.095,21.4,100% (Good)
09/24/2025 10:25,12.94,2.108,24.6,100% (Good)
09/24/2025 10:26,19.52,2.128,24.6,100% (Good)
09/24/2025 10:26,3.58,2.131,24.6,100% (Good)
09/24/2025 10:26,13.65,2.145,24.6,100% (Good)
09/24/2025 10:26,11.04,2.156,24.6,100% (Good)
09/24/2025 10:26,17.11,2.173,26,100% (Good)
09/24/2025 10:26,18.12,2.191,26,100% (Good)
09/24/2025 10:26,18.54,2.21,26,100% (Good)
09/24/2025 10:26,4.94,2.215,26,100% (Good)
09/24/2025 10:26,13.07,2.228,26,100% (Good)
09/24/2025 10:26,16.44,2.244,28.4,100% (Good)
09/24/2025 10:26,13.82,2.258,28.4,100% (Good)
09/24/2025 10:26,10.36,2.268,28.4,100% (Good)
09/24/2025 10:26,12.52,2.281,28.4,100% (Good)
09/24/2025 10:26,4.17,2.285,28.4,100% (Good)
09/24/2025 10:26,14.32,2.299,21.7,100% (Good)
09/24/2025 10:26,17.61,2.317,21.7,100% (Good)
09/24/2025 10:26,18.11,2.335,21.7,100% (Good)
09/24/2025 10:26,10.04,2.345,21.7,100% (Good)
09/24/2025 10:26,1.99,2.347,21.7,100% (Good)
09/24/2025 10:26,5.01,2.352,28.4,100% (Good)
09/24/2025 10:26,4.03,2.356,28.4,100% (Good)
09/24/2025 10:26,1.06,2.357,28.4,100% (Good)
09/24/2025 10:26,2.68,2.36,28.4,100% (Good)
09/24/2025 10:26,13.38,2.373,28.4,100% (Good)
