Timestamp,Flow (SLPM),Total Flow (NCM),Temperature (°C),Battery
2025-09-30 09:12:07,14.14,0.368,21.2,100% (Good)
2025-09-30 09:12:08,15.06,0.383,21.2,100% (Good)
2025-09-30 09:12:09,1.68,0.385,29.1,100% (Good)
2025-09-30 09:12:10,2.25,0.387,29.1,100% (Good)
2025-09-30 09:12:11,0.73,0.388,29.1,100% (Good)
2025-09-30 09:12:12,14.96,0.403,29.1,100% (Good)
2025-09-30 09:12:13,15.74,0.419,29.1,100% (Good)
2025-09-30 09:12:14,8.66,0.427,20.3,100% (Good)
2025-09-30 09:12:15,17.05,0.444,20.3,100% (Good)
2025-09-30 09:12:16,10.97,0.455,20.3,100% (Good)
2025-09-30 09:12:17,16.89,0.472,20.3,100% (Good)
2025-09-30 09:12:18,7.26,0.480,20.3,100% (Good)
2025-09-30 09:12:19,8.11,0.488,27.4,100% (Good)
2025-09-30 09:12:20,5.87,0.494,27.4,100% (Good)
2025-09-30 09:12:21,10.96,0.505,27.4,100% (Good)
2025-09-30 09:12:22,7.52,0.512,27.4,100% (Good)
2025-09-30 09:12:23,1.76,0.514,27.4,100% (Good)
2025-09-30 09:12:24,18.29,0.532,24.5,100% (Good)
2025-09-30 09:12:25,5.95,0.538,24.5,100% (Good)
2025-09-30 09:12:26,9.38,0.547,24.5,100% (Good)
2025-09-30 09:12:27,10.90,0.558,24.5,100% (Good)
2025-09-30 09:12:28,4.21,0.563,24.5,100% (Good)
2025-09-30 09:12:29,6.40,0.569,21.4,100% (Good)
2025-09-30 09:12:30,19.71,0.589,21.4,100% (Good)
2025-09-30 09:12:31,2.75,0.591,21.4,100% (Good)
2025-09-30 09:12:32,4.34,0.596,21.4,100% (Good)
2025-09-30 09:12:33,4.66,0.600,21.4,100% (Good)
2025-09-30 09:12:34,3.98,0.604,23.8,100% (Good)
2025-09-30 09:12:35,6.49,0.611,23.8,100% (Good)
2025-09-30 09:12:36,14.81,0.626,23.8,100% (Good)
2025-09-30 09:12:37,2.26,0.628,23.8,100% (Good)
2025-09-30 09:12:38,1.96,0.630,23.8,100% (Good)
2025-09-30 09:12:39,11.23,0.641,25.2,100% (Good)
2025-09-30 09:12:40,12.42,0.654,25.2,100% (Good)
2025-09-30 09:12:41,11.84,0.665,25.2,100% (Good)
2025-09-30 09:12:42,19.66,0.685,25.2,100% (Good)
2025-09-30 09:12:43,5.43,0.690,25.2,100% (Good)
2025-09-30 09:12:44,10.78,0.701,26.0,100% (Good)
2025-09-30 09:12:45,18.10,0.719,26.0,100% (Good)
2025-09-30 09:12:46,6.14,0.725,26.0,100% (Good)
2025-09-30 09:12:47,8.99,0.734,26.0,100% (Good)
2025-09-30 09:12:48,12.05,0.747,26.0,100% (Good)
2025-09-30 09:12:49,6.46,0.753,24.8,100% (Good)
2025-09-30 09:12:50,7.31,0.760,24.8,100% (Good)
2025-09-30 09:12:51,8.74,0.769,24.8,100% (Good)
2025-09-30 09:12:52,12.24,0.781,24.8,100% (Good)
2025-09-30 09:12:53,16.80,0.798,24.8,100% (Good)
2025-09-30 09:12:54,14.54,0.813,28.6,100% (Good)
2025-09-30 09:12:55,9.44,0.822,28.6,100% (Good)
2025-09-30 09:12:56,17.73,0.840,28.6,100% (Good)
2025-09-30 09:12:57,3.91,0.844,28.6,100% (Good)
2025-09-30 09:12:58,16.13,0.860,28.6,100% (Good)
2025-09-30 09:12:59,17.18,0.877,28.3,100% (Good)
2025-09-30 09:13:00,17.01,0.894,28.3,100% (Good)
2025-09-30 09:13:01,15.07,0.909,28.3,100% (Good)
2025-09-30 09:13:02,3.56,0.913,28.3,100% (Good)
2025-09-30 09:13:03,11.96,0.925,28.3,100% (Good)
2025-09-30 09:13:04,11.47,0.936,21.0,100% (Good)
2025-09-30 09:13:05,10.71,0.947,21.0,100% (Good)
2025-09-30 09:13:06,2.66,0.949,21.0,100% (Good)
2025-09-30 09:13:07,5.87,0.955,21.0,100% (Good)
2025-09-30 09:13:08,18.37,0.974,21.0,100% (Good)
2025-09-30 09:13:10,8.79,0.982,20.4,100% (Good)
2025-09-30 09:13:11,19.61,1.002,20.4,100% (Good)
2025-09-30 09:13:12,15.35,1.017,20.4,100% (Good)
2025-09-30 09:13:13,1.45,1.019,20.4,100% (Good)
2025-09-30 09:13:14,13.98,1.033,20.4,100% (Good)
2025-09-30 09:13:15,2.61,1.035,26.3,100% (Good)
2025-09-30 09:13:16,6.95,1.042,26.3,100% (Good)
2025-09-30 09:13:17,14.71,1.057,26.3,100% (Good)
2025-09-30 09:13:18,19.09,1.076,26.3,100% (Good)
2025-09-30 09:13:19,18.74,1.095,26.3,100% (Good)
2025-09-30 09:13:20,10.34,1.105,22.6,100% (Good)
2025-09-30 09:13:21,11.92,1.117,22.6,100% (Good)
2025-09-30 09:13:22,13.36,1.131,22.6,100% (Good)
2025-09-30 09:13:23,8.47,1.139,22.6,100% (Good)
2025-09-30 09:13:24,7.95,1.147,22.6,100% (Good)
2025-09-30 09:13:25,19.80,1.167,28.0,100% (Good)
2025-09-30 09:13:26,3.63,1.170,28.0,100% (Good)
2025-09-30 09:13:27,5.67,1.176,28.0,100% (Good)
2025-09-30 09:13:28,3.87,1.180,28.0,100% (Good)
2025-09-30 09:13:29,10.77,1.191,28.0,100% (Good)
2025-09-30 09:13:30,8.11,1.199,28.3,100% (Good)
2025-09-30 09:13:31,16.39,1.215,28.3,100% (Good)
2025-09-30 09:13:32,16.12,1.231,28.3,100% (Good)
2025-09-30 09:13:33,18.23,1.250,28.3,100% (Good)
2025-09-30 09:13:34,5.46,1.255,28.3,100% (Good)
2025-09-30 09:13:35,12.04,1.267,29.6,100% (Good)
2025-09-30 09:13:36,17.47,1.285,29.6,100% (Good)
2025-09-30 09:13:37,10.95,1.296,29.6,100% (Good)
2025-09-30 09:13:38,1.48,1.297,29.6,100% (Good)
2025-09-30 09:13:39,5.16,1.302,29.6,100% (Good)
2025-09-30 09:13:40,13.88,1.316,28.0,100% (Good)
2025-09-30 09:13:41,1.02,1.317,28.0,100% (Good)
2025-09-30 09:13:42,5.12,1.322,28.0,100% (Good)
2025-09-30 09:13:43,10.56,1.333,28.0,100% (Good)
2025-09-30 09:13:44,16.34,1.349,28.0,100% (Good)
2025-09-30 09:13:45,5.95,1.355,20.3,100% (Good)
2025-09-30 09:13:46,12.36,1.367,20.3,100% (Good)
2025-09-30 09:13:47,12.43,1.380,20.3,100% (Good)
2025-09-30 09:13:48,1.09,1.381,20.3,100% (Good)
2025-09-30 09:13:49,18.57,1.399,20.3,100% (Good)
2025-09-30 09:13:50,15.87,1.415,24.1,100% (Good)
2025-09-30 09:13:51,10.57,1.426,24.1,100% (Good)
2025-09-30 09:13:52,12.36,1.438,24.1,100% (Good)
2025-09-30 09:13:53,8.58,1.447,24.1,100% (Good)
2025-09-30 09:13:54,12.69,1.460,24.1,100% (Good)
2025-09-30 09:13:55,17.14,1.477,24.0,100% (Good)
2025-09-30 09:13:56,0.57,1.477,24.0,100% (Good)
2025-09-30 09:13:57,4.86,1.482,24.0,100% (Good)
2025-09-30 09:13:58,1.30,1.483,24.0,100% (Good)
2025-09-30 09:13:59,11.01,1.494,24.0,100% (Good)
2025-09-30 09:14:00,1.95,1.496,23.4,100% (Good)
2025-09-30 09:14:01,16.30,1.513,23.4,100% (Good)
2025-09-30 09:14:02,9.42,1.522,23.4,100% (Good)
2025-09-30 09:14:03,14.42,1.537,23.4,100% (Good)
2025-09-30 09:14:04,7.38,1.544,23.4,100% (Good)
2025-09-30 09:14:05,17.31,1.561,28.1,100% (Good)
2025-09-30 09:14:06,18.86,1.580,28.1,100% (Good)
2025-09-30 09:14:08,11.08,1.591,28.1,100% (Good)
2025-09-30 09:14:09,5.48,1.597,28.1,100% (Good)
2025-09-30 09:14:10,8.64,1.605,28.1,100% (Good)
2025-09-30 09:14:11,9.12,1.614,26.5,100% (Good)
2025-09-30 09:14:12,16.31,1.631,26.5,100% (Good)
2025-09-30 09:14:13,2.08,1.633,26.5,100% (Good)
2025-09-30 09:14:14,10.23,1.643,26.5,100% (Good)
2025-09-30 09:14:15,5.77,1.649,26.5,100% (Good)
2025-09-30 09:14:16,13.50,1.662,22.4,100% (Good)
2025-09-30 09:14:17,17.86,1.680,22.4,100% (Good)
2025-09-30 09:14:18,17.58,1.698,22.4,100% (Good)
2025-09-30 09:14:19,15.41,1.713,22.4,100% (Good)
2025-09-30 09:14:20,5.26,1.718,22.4,100% (Good)
2025-09-30 09:14:21,16.97,1.735,20.1,100% (Good)
2025-09-30 09:14:22,15.95,1.751,20.1,100% (Good)
2025-09-30 09:14:23,10.29,1.762,20.1,100% (Good)
2025-09-30 09:14:24,7.22,1.769,20.1,100% (Good)
2025-09-30 09:14:25,0.80,1.770,20.1,100% (Good)
2025-09-30 09:14:26,17.88,1.787,24.6,100% (Good)
2025-09-30 09:14:27,12.25,1.800,24.6,100% (Good)
2025-09-30 09:14:28,16.57,1.816,24.6,100% (Good)
2025-09-30 09:14:29,17.53,1.834,24.6,100% (Good)
2025-09-30 09:14:30,2.09,1.836,24.6,100% (Good)
2025-09-30 09:14:31,6.02,1.842,29.5,100% (Good)
2025-09-30 09:14:32,0.83,1.843,29.5,100% (Good)
2025-09-30 09:14:33,3.55,1.846,29.5,100% (Good)
2025-09-30 09:14:34,8.09,1.854,29.5,100% (Good)
2025-09-30 09:14:35,8.75,1.863,29.5,100% (Good)
2025-09-30 09:14:36,15.43,1.879,26.6,100% (Good)
2025-09-30 09:14:37,14.88,1.893,26.6,100% (Good)
2025-09-30 09:14:38,14.32,1.908,26.6,100% (Good)
2025-09-30 09:14:39,4.96,1.913,26.6,100% (Good)
2025-09-30 09:14:40,12.82,1.926,26.6,100% (Good)
2025-09-30 09:14:41,16.30,1.942,29.4,100% (Good)
2025-09-30 09:14:42,8.61,1.950,29.4,100% (Good)
2025-09-30 09:14:43,11.26,1.962,29.4,100% (Good)
2025-09-30 09:14:44,11.43,1.973,29.4,100% (Good)
2025-09-30 09:14:45,9.99,1.983,29.4,100% (Good)
2025-09-30 09:14:46,11.20,1.994,21.4,100% (Good)
2025-09-30 09:14:47,9.82,2.004,21.4,100% (Good)
2025-09-30 09:14:48,10.09,2.014,21.4,100% (Good)
2025-09-30 09:14:49,3.77,2.018,21.4,100% (Good)
2025-09-30 09:14:50,10.08,2.028,21.4,100% (Good)
2025-09-30 09:14:51,1.12,2.029,20.3,100% (Good)
2025-09-30 09:14:52,6.69,2.036,20.3,100% (Good)
2025-09-30 09:14:53,5.38,2.041,20.3,100% (Good)
2025-09-30 09:14:54,16.44,2.058,20.3,100% (Good)
2025-09-30 09:14:55,7.93,2.066,20.3,100% (Good)
2025-09-30 09:14:56,1.68,2.067,29.6,100% (Good)
2025-09-30 09:14:57,19.48,2.087,29.6,100% (Good)
2025-09-30 09:14:58,1.37,2.088,29.6,100% (Good)
2025-09-30 09:14:59,11.65,2.100,29.6,100% (Good)
2025-09-30 09:15:00,3.52,2.103,29.6,100% (Good)
2025-09-30 09:15:01,10.17,2.114,20.8,100% (Good)
2025-09-30 09:15:02,8.33,2.122,20.8,100% (Good)
2025-09-30 09:15:03,14.84,2.137,20.8,100% (Good)
2025-09-30 09:15:04,12.19,2.149,20.8,100% (Good)
2025-09-30 09:15:05,7.63,2.157,20.8,100% (Good)
2025-09-30 09:15:06,1.37,2.158,26.1,100% (Good)
2025-09-30 09:15:07,19.63,2.178,26.1,100% (Good)
2025-09-30 09:15:08,8.68,2.186,26.1,100% (Good)
2025-09-30 09:15:10,5.87,2.192,26.1,100% (Good)
2025-09-30 09:15:11,16.05,2.208,26.1,100% (Good)
2025-09-30 09:15:12,3.82,2.212,22.5,100% (Good)
2025-09-30 09:15:13,11.78,2.224,22.5,100% (Good)
2025-09-30 09:15:14,10.50,2.234,22.5,100% (Good)
2025-09-30 09:15:15,17.30,2.252,22.5,100% (Good)
2025-09-30 09:15:16,6.81,2.258,22.5,100% (Good)
2025-09-30 09:15:17,16.13,2.274,24.2,100% (Good)
2025-09-30 09:15:18,3.35,2.278,24.2,100% (Good)
2025-09-30 09:15:19,8.00,2.286,24.2,100% (Good)
2025-09-30 09:15:20,3.31,2.289,24.2,100% (Good)
2025-09-30 09:15:21,13.22,2.302,24.2,100% (Good)
2025-09-30 09:15:22,13.73,2.316,26.3,100% (Good)
2025-09-30 09:15:23,12.95,2.329,26.3,100% (Good)
2025-09-30 09:15:24,15.13,2.344,26.3,100% (Good)
2025-09-30 09:15:25,11.11,2.355,26.3,100% (Good)
2025-09-30 09:15:26,3.18,2.358,26.3,100% (Good)
2025-09-30 09:15:27,5.90,2.364,22.3,100% (Good)
2025-09-30 09:15:28,6.06,2.370,22.3,100% (Good)
2025-09-30 09:15:29,15.45,2.386,22.3,100% (Good)
2025-09-30 09:15:30,9.28,2.395,22.3,100% (Good)
2025-09-30 09:15:31,4.70,2.400,22.3,100% (Good)
2025-09-30 09:15:32,1.21,2.401,21.7,100% (Good)
2025-09-30 09:15:33,11.37,2.412,21.7,100% (Good)
2025-09-30 09:15:34,10.95,2.423,21.7,100% (Good)
2025-09-30 09:15:35,13.68,2.437,21.7,100% (Good)
2025-09-30 09:15:36,1.56,2.439,21.7,100% (Good)
2025-09-30 09:15:37,4.20,2.443,26.8,100% (Good)
2025-09-30 09:15:38,18.63,2.461,26.8,100% (Good)
2025-09-30 09:15:39,18.67,2.480,26.8,100% (Good)
2025-09-30 09:15:40,17.99,2.498,26.8,100% (Good)
2025-09-30 09:15:41,3.28,2.501,26.8,100% (Good)
2025-09-30 09:15:42,3.96,2.505,22.5,100% (Good)
2025-09-30 09:15:43,1.95,2.507,22.5,100% (Good)
2025-09-30 09:15:44,4.24,2.512,22.5,100% (Good)
2025-09-30 09:15:45,17.38,2.529,22.5,99% (Good)
2025-09-30 09:15:46,4.50,2.533,22.5,99% (Good)
2025-09-30 09:15:47,16.89,2.550,20.2,99% (Good)
2025-09-30 09:15:48,15.44,2.566,20.2,99% (Good)
2025-09-30 09:15:49,7.32,2.573,20.2,99% (Good)
2025-09-30 09:15:50,8.99,2.582,20.2,99% (Good)
2025-09-30 09:15:51,14.04,2.596,20.2,99% (Good)
2025-09-30 09:15:52,12.39,2.608,21.9,99% (Good)
2025-09-30 09:15:53,11.96,2.620,21.9,99% (Good)
2025-09-30 09:15:54,7.94,2.628,21.9,99% (Good)
2025-09-30 09:15:55,9.22,2.638,21.9,99% (Good)
2025-09-30 09:15:56,8.88,2.646,21.9,99% (Good)
2025-09-30 09:15:57,9.45,2.656,21.2,99% (Good)
2025-09-30 09:15:58,13.30,2.669,21.2,99% (Good)
2025-09-30 09:15:59,4.36,2.674,21.2,99% (Good)
2025-09-30 09:16:00,6.93,2.681,21.2,99% (Good)
2025-09-30 09:16:01,5.59,2.686,21.2,99% (Good)
2025-09-30 09:16:02,17.55,2.704,26.5,99% (Good)
2025-09-30 09:16:03,9.49,2.713,26.5,99% (Good)
2025-09-30 09:16:04,2.92,2.716,26.5,99% (Good)
2025-09-30 09:16:05,12.49,2.729,26.5,99% (Good)
2025-09-30 09:16:06,15.49,2.744,26.5,99% (Good)
2025-09-30 09:16:08,13.75,2.758,20.5,99% (Good)
2025-09-30 09:16:09,1.10,2.759,20.5,99% (Good)
2025-09-30 09:16:10,4.89,2.764,20.5,99% (Good)
2025-09-30 09:16:11,15.78,2.780,20.5,99% (Good)
2025-09-30 09:16:12,19.77,2.799,20.5,99% (Good)
2025-09-30 09:16:13,6.60,2.806,27.2,99% (Good)
2025-09-30 09:16:14,11.62,2.818,27.2,99% (Good)
2025-09-30 09:16:15,15.62,2.833,27.2,99% (Good)
2025-09-30 09:16:16,12.66,2.846,27.2,99% (Good)
2025-09-30 09:16:17,18.53,2.864,27.2,99% (Good)
2025-09-30 09:16:18,12.42,2.877,26.8,99% (Good)
2025-09-30 09:16:19,11.34,2.888,26.8,99% (Good)
2025-09-30 09:16:20,18.83,2.907,26.8,99% (Good)
2025-09-30 09:16:21,6.26,2.913,26.8,99% (Good)
2025-09-30 09:16:22,18.57,2.932,26.8,99% (Good)
2025-09-30 09:16:23,12.38,2.944,25.3,99% (Good)
2025-09-30 09:16:24,13.23,2.957,25.3,99% (Good)
2025-09-30 09:16:25,7.85,2.965,25.3,99% (Good)
2025-09-30 09:16:26,7.47,2.973,25.3,99% (Good)
2025-09-30 09:16:27,9.38,2.982,25.3,99% (Good)
2025-09-30 09:16:28,7.03,2.989,27.9,99% (Good)
2025-09-30 09:16:29,15.74,3.005,27.9,99% (Good)
2025-09-30 09:16:30,8.17,3.013,27.9,99% (Good)
2025-09-30 09:16:31,18.61,3.032,27.9,99% (Good)
2025-09-30 09:16:32,3.14,3.035,27.9,99% (Good)
2025-09-30 09:16:33,1.37,3.036,27.9,99% (Good)
2025-09-30 09:16:34,17.23,3.053,27.9,99% (Good)
2025-09-30 09:16:35,16.77,3.070,27.9,99% (Good)
2025-09-30 09:16:36,14.78,3.085,27.9,99% (Good)
2025-09-30 09:16:37,14.61,3.100,27.9,99% (Good)
2025-09-30 09:16:38,13.54,3.113,20.9,99% (Good)
2025-09-30 09:16:39,8.32,3.121,20.9,99% (Good)
2025-09-30 09:16:40,9.37,3.131,20.9,99% (Good)
2025-09-30 09:16:41,11.55,3.142,20.9,99% (Good)
2025-09-30 09:16:42,12.10,3.154,20.9,99% (Good)
2025-09-30 09:16:43,18.43,3.173,24.3,99% (Good)
2025-09-30 09:16:44,3.31,3.176,24.3,99% (Good)
2025-09-30 09:16:45,10.84,3.187,24.3,99% (Good)
2025-09-30 09:16:46,14.10,3.201,24.3,99% (Good)
2025-09-30 09:16:47,0.79,3.202,24.3,99% (Good)
2025-09-30 09:16:48,2.23,3.204,22.6,99% (Good)
2025-09-30 09:16:49,2.88,3.207,22.6,99% (Good)
2025-09-30 09:16:50,3.66,3.211,22.6,99% (Good)
2025-09-30 09:16:51,5.30,3.216,22.6,99% (Good)
2025-09-30 09:16:52,14.54,3.231,22.6,99% (Good)
2025-09-30 09:16:53,2.92,3.233,23.6,99% (Good)
2025-09-30 09:16:54,14.57,3.248,23.6,99% (Good)
2025-09-30 09:16:55,18.34,3.266,23.6,99% (Good)
2025-09-30 09:16:56,9.61,3.276,23.6,99% (Good)
2025-09-30 09:16:57,17.28,3.293,23.6,99% (Good)
2025-09-30 09:16:58,10.86,3.304,25.8,99% (Good)
2025-09-30 09:16:59,13.82,3.318,25.8,99% (Good)
2025-09-30 09:17:00,10.27,3.328,25.8,99% (Good)
2025-09-30 09:17:01,15.86,3.344,25.8,99% (Good)
2025-09-30 09:17:02,0.98,3.345,25.8,99% (Good)
2025-09-30 09:17:03,5.93,3.351,22.2,99% (Good)
2025-09-30 09:17:04,3.08,3.354,22.2,99% (Good)
2025-09-30 09:17:05,7.69,3.362,22.2,99% (Good)
2025-09-30 09:17:06,6.28,3.368,22.2,99% (Good)
2025-09-30 09:17:07,15.87,3.384,22.2,99% (Good)
2025-09-30 09:17:08,18.63,3.403,20.7,99% (Good)
2025-09-30 09:17:10,8.93,3.411,20.7,99% (Good)
2025-09-30 09:17:11,17.10,3.429,20.7,99% (Good)
2025-09-30 09:17:12,9.98,3.439,20.7,99% (Good)
2025-09-30 09:17:13,1.01,3.440,20.7,99% (Good)
2025-09-30 09:17:14,3.99,3.444,28.7,99% (Good)
2025-09-30 09:17:15,15.03,3.459,28.7,99% (Good)
2025-09-30 09:17:16,8.30,3.467,28.7,99% (Good)
2025-09-30 09:17:17,11.45,3.478,28.7,99% (Good)
